lncRNA,miRNA,gene,immune_cell,algo,r_lnc,p_lnc,r_miR,p_miR,r_gene,p_gene,cancer
LINC00943,MIR149,S1PR2,Myeloid.dendritic.cell,XCELL,0.361180504,1.53E-14,-0.154813882,0.001367175,0.441538536,1.05E-21,BLCA
LINC00943,MIR149,S1PR2,Eosinophil,XCELL,-0.257836205,7.00E-08,0.237535697,7.29E-07,-0.19398815,5.68E-05,BLCA
LINC00943,MIR149,S1PR2,Macrophage,XCELL,0.421793879,9.21E-20,-0.240586682,5.19E-07,0.408278969,1.67E-18,BLCA
LINC00943,MIR149,S1PR2,Monocyte,XCELL,0.370884698,2.63E-15,-0.161818057,0.000813288,0.424064708,5.59E-20,BLCA
LINC00943,MIR149,S1PR2,immune.score,XCELL,0.435908679,3.87E-21,-0.140972175,0.003588779,0.440062624,1.48E-21,BLCA
LINC00943,MIR149,S1PR2,microenvironment.score,XCELL,0.340077323,5.76E-13,-0.130620813,0.007008337,0.529316899,4.63E-32,BLCA
LINC00943,MIR149,S1PR2,Cancer.associated.fibroblast,EPIC,0.197575863,4.10E-05,-0.137954224,0.004382131,0.462489271,6.51E-24,BLCA
LINC00943,MIR149,S1PR2,T.cell.CD4.,EPIC,-0.138781499,0.004150235,0.144306746,0.002865403,-0.373598598,1.59E-15,BLCA
LINC00943,MIR149,S1PR2,Endothelial.cell,EPIC,-0.174990553,0.000289067,0.125570985,0.00955995,0.156078932,0.001246688,BLCA
LINC00943,MIR149,S1PR2,Macrophage,EPIC,0.438531059,2.11E-21,-0.238131716,6.82E-07,0.525991407,1.30E-31,BLCA
LINC00943,MIR149,S1PR2,NK.cell,EPIC,0.325106861,6.42E-12,-0.166214662,0.000580698,0.360774818,1.65E-14,BLCA
MSC-AS1,MIR200C,EDNRA,T.cell.CD8.,TIMER,0.456560869,2.84E-23,-0.245882475,2.85E-07,0.495806997,9.45E-28,BLCA
MSC-AS1,MIR200C,EDNRA,Neutrophil,TIMER,0.548870093,8.31E-35,-0.19644402,4.55E-05,0.484031671,2.40E-26,BLCA
MSC-AS1,MIR200C,EDNRA,Macrophage,TIMER,0.459262655,1.46E-23,-0.196702682,4.44E-05,0.377577514,7.54E-16,BLCA
MSC-AS1,MIR200C,EDNRA,Myeloid.dendritic.cell,TIMER,0.619706515,1.93E-46,-0.230401458,1.58E-06,0.561491457,1.12E-36,BLCA
MSC-AS1,MIR200C,EDNRA,T.cell.regulatory..Tregs.,CIBERSORT,-0.113716221,0.019025704,0.224675733,2.90E-06,-0.125327233,0.009701744,BLCA
MSC-AS1,MIR200C,EDNRA,Neutrophil,CIBERSORT,0.15847688,0.001044705,-0.132788864,0.006114059,0.168468851,0.000487001,BLCA
MSC-AS1,MIR200C,EDNRA,T.cell.CD8.,CIBERSORT.ABS,0.359931865,1.91E-14,-0.112896653,0.019911215,0.258430301,6.52E-08,BLCA
MSC-AS1,MIR200C,EDNRA,T.cell.regulatory..Tregs.,CIBERSORT.ABS,0.163982214,0.000689745,0.105623665,0.029468037,0.121276261,0.012347567,BLCA
MSC-AS1,MIR200C,EDNRA,Neutrophil,CIBERSORT.ABS,0.226834355,2.31E-06,-0.14120373,0.00353365,0.224942407,2.82E-06,BLCA
MSC-AS1,MIR200C,EDNRA,T.cell.CD8.,QUANTISEQ,0.31825342,1.85E-11,-0.137902902,0.004396895,0.257012218,7.73E-08,BLCA
MSC-AS1,MIR200C,EDNRA,T.cell.regulatory..Tregs.,QUANTISEQ,0.452745921,7.23E-23,-0.121113487,0.012466061,0.494963146,1.20E-27,BLCA
MSC-AS1,MIR200C,EDNRA,T.cell.CD8.,MCPCOUNTER,0.344656361,2.68E-13,-0.120151144,0.013187339,0.244192407,3.46E-07,BLCA
MSC-AS1,MIR200C,EDNRA,cytotoxicity.score,MCPCOUNTER,0.464138306,4.30E-24,-0.160404517,0.000904706,0.323464851,8.30E-12,BLCA
MSC-AS1,MIR200C,EDNRA,NK.cell,MCPCOUNTER,0.423315574,6.59E-20,-0.128135518,0.008176053,0.324673368,6.87E-12,BLCA
MSC-AS1,MIR200C,EDNRA,Monocyte,MCPCOUNTER,0.561581483,1.08E-36,-0.185537292,0.000119506,0.446710541,3.09E-22,BLCA
MSC-AS1,MIR200C,EDNRA,Myeloid.dendritic.cell,MCPCOUNTER,0.571264859,3.50E-38,-0.112284218,0.020596128,0.497315815,6.19E-28,BLCA
MSC-AS1,MIR200C,EDNRA,Cancer.associated.fibroblast,MCPCOUNTER,0.801501228,1.68E-96,-0.284332366,2.40E-09,0.823412953,3.81E-106,BLCA
MSC-AS1,MIR200C,EDNRA,Myeloid.dendritic.cell,XCELL,0.433685153,6.44E-21,-0.213330059,9.16E-06,0.372706214,1.88E-15,BLCA
MSC-AS1,MIR200C,EDNRA,Eosinophil,XCELL,-0.18829674,9.41E-05,0.109468693,0.024014647,-0.154256516,0.001423583,BLCA
MSC-AS1,MIR200C,EDNRA,Cancer.associated.fibroblast,XCELL,0.572929438,1.92E-38,-0.174119484,0.000310259,0.608999536,1.71E-44,BLCA
MSC-AS1,MIR200C,EDNRA,Macrophage,XCELL,0.510686555,1.32E-29,-0.258613301,6.37E-08,0.388252209,9.68E-17,BLCA
MSC-AS1,MIR200C,EDNRA,Monocyte,XCELL,0.544813793,3.19E-34,-0.172522942,0.00035291,0.461597863,8.14E-24,BLCA
MSC-AS1,MIR200C,EDNRA,immune.score,XCELL,0.482610981,3.52E-26,-0.165571226,0.000610363,0.367467446,4.93E-15,BLCA
MSC-AS1,MIR200C,EDNRA,stroma.score,XCELL,0.518515006,1.28E-30,-0.167297296,0.000533787,0.622031554,7.12E-47,BLCA
MSC-AS1,MIR200C,EDNRA,microenvironment.score,XCELL,0.600669757,5.01E-43,-0.201665325,2.81E-05,0.567333792,1.43E-37,BLCA
MSC-AS1,MIR200C,EDNRA,Cancer.associated.fibroblast,EPIC,0.72934788,9.81E-72,-0.239773071,5.68E-07,0.781494427,1.08E-88,BLCA
MSC-AS1,MIR200C,EDNRA,T.cell.CD4.,EPIC,-0.301286716,2.29E-10,0.281791119,3.37E-09,-0.22526426,2.72E-06,BLCA
MSC-AS1,MIR200C,EDNRA,Macrophage,EPIC,0.594831406,5.03E-42,-0.262667001,3.89E-08,0.49658861,7.59E-28,BLCA
MSC-AS1,MIR200C,EDNRA,NK.cell,EPIC,0.358967329,2.27E-14,-0.185338751,0.000121565,0.334063091,1.54E-12,BLCA
MSC-AS1,MIR200C,PAK2,T.cell.CD8.,TIMER,0.456560869,2.84E-23,-0.245882475,2.85E-07,0.322943446,9.00E-12,BLCA
MSC-AS1,MIR200C,PAK2,Neutrophil,TIMER,0.548870093,8.31E-35,-0.19644402,4.55E-05,0.289899798,1.13E-09,BLCA
MSC-AS1,MIR200C,PAK2,Macrophage,TIMER,0.459262655,1.46E-23,-0.196702682,4.44E-05,0.365695302,6.80E-15,BLCA
MSC-AS1,MIR200C,PAK2,Myeloid.dendritic.cell,TIMER,0.619706515,1.93E-46,-0.230401458,1.58E-06,0.264072939,3.27E-08,BLCA
MSC-AS1,MIR200C,PAK2,T.cell.regulatory..Tregs.,CIBERSORT,-0.113716221,0.019025704,0.224675733,2.90E-06,-0.170637217,0.000410308,BLCA
MSC-AS1,MIR200C,PAK2,Neutrophil,CIBERSORT,0.15847688,0.001044705,-0.132788864,0.006114059,0.127204868,0.00865612,BLCA
MSC-AS1,MIR200C,PAK2,Neutrophil,CIBERSORT.ABS,0.226834355,2.31E-06,-0.14120373,0.00353365,0.128511222,0.007989076,BLCA
MSC-AS1,MIR200C,PAK2,T.cell.CD8.,QUANTISEQ,0.31825342,1.85E-11,-0.137902902,0.004396895,0.107702948,0.026400051,BLCA
MSC-AS1,MIR200C,PAK2,T.cell.regulatory..Tregs.,QUANTISEQ,0.452745921,7.23E-23,-0.121113487,0.012466061,0.134849644,0.005360401,BLCA
MSC-AS1,MIR200C,PAK2,T.cell.CD8.,MCPCOUNTER,0.344656361,2.68E-13,-0.120151144,0.013187339,0.116120291,0.016623193,BLCA
MSC-AS1,MIR200C,PAK2,cytotoxicity.score,MCPCOUNTER,0.464138306,4.30E-24,-0.160404517,0.000904706,0.153376999,0.001516955,BLCA
MSC-AS1,MIR200C,PAK2,NK.cell,MCPCOUNTER,0.423315574,6.59E-20,-0.128135518,0.008176053,0.204021979,2.25E-05,BLCA
MSC-AS1,MIR200C,PAK2,Monocyte,MCPCOUNTER,0.561581483,1.08E-36,-0.185537292,0.000119506,0.254982414,9.85E-08,BLCA
MSC-AS1,MIR200C,PAK2,Eosinophil,XCELL,-0.18829674,9.41E-05,0.109468693,0.024014647,-0.210095243,1.26E-05,BLCA
MSC-AS1,MIR200C,PAK2,Cancer.associated.fibroblast,XCELL,0.572929438,1.92E-38,-0.174119484,0.000310259,-0.104621712,0.031052401,BLCA
MSC-AS1,MIR200C,PAK2,stroma.score,XCELL,0.518515006,1.28E-30,-0.167297296,0.000533787,-0.244284771,3.42E-07,BLCA
MSC-AS1,MIR200C,PAK2,microenvironment.score,XCELL,0.600669757,5.01E-43,-0.201665325,2.81E-05,-0.103394663,0.033091439,BLCA
MSC-AS1,MIR200C,PAK2,Cancer.associated.fibroblast,EPIC,0.72934788,9.81E-72,-0.239773071,5.68E-07,0.100584327,0.038195446,BLCA
MSC-AS1,MIR200C,RHOA,T.cell.CD8.,TIMER,0.456560869,2.84E-23,-0.245882475,2.85E-07,0.411081077,9.26E-19,BLCA
MSC-AS1,MIR200C,RHOA,Neutrophil,TIMER,0.548870093,8.31E-35,-0.19644402,4.55E-05,0.382663394,2.86E-16,BLCA
MSC-AS1,MIR200C,RHOA,Macrophage,TIMER,0.459262655,1.46E-23,-0.196702682,4.44E-05,0.354474633,4.99E-14,BLCA
MSC-AS1,MIR200C,RHOA,Myeloid.dendritic.cell,TIMER,0.619706515,1.93E-46,-0.230401458,1.58E-06,0.467963609,1.63E-24,BLCA
MSC-AS1,MIR200C,RHOA,T.cell.regulatory..Tregs.,CIBERSORT,-0.113716221,0.019025704,0.224675733,2.90E-06,-0.206516966,1.78E-05,BLCA
MSC-AS1,MIR200C,RHOA,Neutrophil,CIBERSORT,0.15847688,0.001044705,-0.132788864,0.006114059,0.139985354,0.003832572,BLCA
MSC-AS1,MIR200C,RHOA,T.cell.CD8.,CIBERSORT.ABS,0.359931865,1.91E-14,-0.112896653,0.019911215,0.147016697,0.00237817,BLCA
MSC-AS1,MIR200C,RHOA,Neutrophil,CIBERSORT.ABS,0.226834355,2.31E-06,-0.14120373,0.00353365,0.16533306,0.000621695,BLCA
MSC-AS1,MIR200C,RHOA,T.cell.CD8.,QUANTISEQ,0.31825342,1.85E-11,-0.137902902,0.004396895,0.114944224,0.017763141,BLCA
MSC-AS1,MIR200C,RHOA,T.cell.regulatory..Tregs.,QUANTISEQ,0.452745921,7.23E-23,-0.121113487,0.012466061,0.215822997,7.15E-06,BLCA
MSC-AS1,MIR200C,RHOA,T.cell.CD8.,MCPCOUNTER,0.344656361,2.68E-13,-0.120151144,0.013187339,0.144892708,0.002752945,BLCA
MSC-AS1,MIR200C,RHOA,cytotoxicity.score,MCPCOUNTER,0.464138306,4.30E-24,-0.160404517,0.000904706,0.177772272,0.000230093,BLCA
MSC-AS1,MIR200C,RHOA,NK.cell,MCPCOUNTER,0.423315574,6.59E-20,-0.128135518,0.008176053,0.207163871,1.67E-05,BLCA
MSC-AS1,MIR200C,RHOA,Monocyte,MCPCOUNTER,0.561581483,1.08E-36,-0.185537292,0.000119506,0.318698004,1.73E-11,BLCA
MSC-AS1,MIR200C,RHOA,Myeloid.dendritic.cell,MCPCOUNTER,0.571264859,3.50E-38,-0.112284218,0.020596128,0.184481249,0.000130849,BLCA
MSC-AS1,MIR200C,RHOA,Cancer.associated.fibroblast,MCPCOUNTER,0.801501228,1.68E-96,-0.284332366,2.40E-09,0.327900142,4.13E-12,BLCA
MSC-AS1,MIR200C,RHOA,Myeloid.dendritic.cell,XCELL,0.433685153,6.44E-21,-0.213330059,9.16E-06,0.178425613,0.000217978,BLCA
MSC-AS1,MIR200C,RHOA,Eosinophil,XCELL,-0.18829674,9.41E-05,0.109468693,0.024014647,-0.181755411,0.000164974,BLCA
MSC-AS1,MIR200C,RHOA,Cancer.associated.fibroblast,XCELL,0.572929438,1.92E-38,-0.174119484,0.000310259,0.236893371,7.82E-07,BLCA
MSC-AS1,MIR200C,RHOA,Macrophage,XCELL,0.510686555,1.32E-29,-0.258613301,6.37E-08,0.280729904,3.88E-09,BLCA
MSC-AS1,MIR200C,RHOA,Monocyte,XCELL,0.544813793,3.19E-34,-0.172522942,0.00035291,0.250724707,1.63E-07,BLCA
MSC-AS1,MIR200C,RHOA,immune.score,XCELL,0.482610981,3.52E-26,-0.165571226,0.000610363,0.186283472,0.000112055,BLCA
MSC-AS1,MIR200C,RHOA,stroma.score,XCELL,0.518515006,1.28E-30,-0.167297296,0.000533787,0.158924028,0.001010557,BLCA
MSC-AS1,MIR200C,RHOA,microenvironment.score,XCELL,0.600669757,5.01E-43,-0.201665325,2.81E-05,0.221284019,4.11E-06,BLCA
MSC-AS1,MIR200C,RHOA,Cancer.associated.fibroblast,EPIC,0.72934788,9.81E-72,-0.239773071,5.68E-07,0.297882322,3.71E-10,BLCA
MSC-AS1,MIR200C,RHOA,T.cell.CD4.,EPIC,-0.301286716,2.29E-10,0.281791119,3.37E-09,-0.144021197,0.002921706,BLCA
MSC-AS1,MIR200C,RHOA,Macrophage,EPIC,0.594831406,5.03E-42,-0.262667001,3.89E-08,0.256952838,7.78E-08,BLCA
MSC-AS1,MIR200C,RHOA,NK.cell,EPIC,0.358967329,2.27E-14,-0.185338751,0.000121565,0.185290679,0.000122069,BLCA
NR2F1-AS1,MIR25,BMPR1A,T.cell.CD8.,TIMER,0.339083584,6.78E-13,-0.396191092,2.00E-17,0.267152106,2.23E-08,BLCA
NR2F1-AS1,MIR25,BMPR1A,Neutrophil,TIMER,0.368302265,4.23E-15,-0.340648396,5.24E-13,0.109809601,0.023576204,BLCA
NR2F1-AS1,MIR25,BMPR1A,Macrophage,TIMER,0.356697854,3.38E-14,-0.186212173,0.000112748,0.306518906,1.07E-10,BLCA
NR2F1-AS1,MIR25,BMPR1A,Myeloid.dendritic.cell,TIMER,0.355219066,4.38E-14,-0.349458954,1.19E-13,0.129449125,0.007538856,BLCA
NR2F1-AS1,MIR25,BMPR1A,T.cell.regulatory..Tregs.,CIBERSORT,-0.149481647,0.002001933,0.23028583,1.60E-06,-0.125592891,0.009547297,BLCA
NR2F1-AS1,MIR25,BMPR1A,Myeloid.dendritic.cell,QUANTISEQ,-0.177319842,0.000238848,0.13119251,0.006761818,0.128155055,0.008166235,BLCA
NR2F1-AS1,MIR25,BMPR1A,Myeloid.dendritic.cell,MCPCOUNTER,0.387298615,1.17E-16,-0.312997809,4.11E-11,0.112435635,0.020424915,BLCA
NR2F1-AS1,MIR25,BMPR1A,Endothelial.cell,MCPCOUNTER,0.350485513,9.95E-14,-0.179221045,0.000204034,0.294933485,5.62E-10,BLCA
NR2F1-AS1,MIR25,BMPR1A,Cancer.associated.fibroblast,MCPCOUNTER,0.578432641,2.56E-39,-0.387320265,1.16E-16,0.190445358,7.79E-05,BLCA
NR2F1-AS1,MIR25,BMPR1A,Myeloid.dendritic.cell,XCELL,0.190801139,7.55E-05,-0.279514876,4.56E-09,-0.127014796,0.008757199,BLCA
NR2F1-AS1,MIR25,BMPR1A,Cancer.associated.fibroblast,XCELL,0.457260803,2.39E-23,-0.247936543,2.25E-07,0.127674886,0.008410615,BLCA
NR2F1-AS1,MIR25,BMPR1A,Monocyte,XCELL,0.288905102,1.29E-09,-0.363577306,9.96E-15,-0.104368835,0.031463595,BLCA
NR2F1-AS1,MIR25,BMPR1A,immune.score,XCELL,0.212159577,1.03E-05,-0.279103765,4.81E-09,-0.100540245,0.038280543,BLCA
NR2F1-AS1,MIR25,BMPR1A,Cancer.associated.fibroblast,EPIC,0.46074669,1.01E-23,-0.331257731,2.42E-12,0.179922621,0.000192433,BLCA
NR2F1-AS1,MIR25,BMPR1A,Endothelial.cell,EPIC,0.242546483,4.16E-07,-0.134333735,0.005540789,0.099092714,0.041165424,BLCA
NR2F1-AS1,MIR25,C3,T.cell.CD8.,TIMER,0.339083584,6.78E-13,-0.396191092,2.00E-17,0.285115911,2.16E-09,BLCA
NR2F1-AS1,MIR25,C3,Neutrophil,TIMER,0.368302265,4.23E-15,-0.340648396,5.24E-13,0.613581154,2.57E-45,BLCA
NR2F1-AS1,MIR25,C3,Macrophage,TIMER,0.356697854,3.38E-14,-0.186212173,0.000112748,0.291072535,9.60E-10,BLCA
NR2F1-AS1,MIR25,C3,Myeloid.dendritic.cell,TIMER,0.355219066,4.38E-14,-0.349458954,1.19E-13,0.6092284,1.56E-44,BLCA
NR2F1-AS1,MIR25,C3,Neutrophil,CIBERSORT,0.111121613,0.021952785,-0.189613922,8.38E-05,0.274284713,9.00E-09,BLCA
NR2F1-AS1,MIR25,C3,T.cell.CD8.,CIBERSORT.ABS,0.182321598,0.000157264,-0.169052463,0.000465145,0.485841747,1.47E-26,BLCA
NR2F1-AS1,MIR25,C3,Neutrophil,CIBERSORT.ABS,0.152561612,0.001608508,-0.206535804,1.77E-05,0.327403961,4.47E-12,BLCA
NR2F1-AS1,MIR25,C3,NK.cell,QUANTISEQ,-0.133826141,0.005723579,0.175112456,0.000286211,-0.186160386,0.000113253,BLCA
NR2F1-AS1,MIR25,C3,T.cell.CD8.,QUANTISEQ,0.195098363,5.14E-05,-0.167328899,0.000532472,0.395242539,2.42E-17,BLCA
NR2F1-AS1,MIR25,C3,T.cell.regulatory..Tregs.,QUANTISEQ,0.296912546,4.26E-10,-0.237406468,7.39E-07,0.514779607,3.93E-30,BLCA
NR2F1-AS1,MIR25,C3,Myeloid.dendritic.cell,QUANTISEQ,-0.177319842,0.000238848,0.13119251,0.006761818,-0.143295703,0.00306931,BLCA
NR2F1-AS1,MIR25,C3,T.cell.CD8.,MCPCOUNTER,0.228305216,1.98E-06,-0.146872804,0.002402009,0.417991812,2.11E-19,BLCA
NR2F1-AS1,MIR25,C3,cytotoxicity.score,MCPCOUNTER,0.225071448,2.78E-06,-0.258978779,6.10E-08,0.423636492,6.14E-20,BLCA
NR2F1-AS1,MIR25,C3,NK.cell,MCPCOUNTER,0.287804196,1.50E-09,-0.141804545,0.003394167,0.38203858,3.23E-16,BLCA
NR2F1-AS1,MIR25,C3,B.cell,MCPCOUNTER,0.209541827,1.33E-05,-0.186298708,0.000111908,0.473951478,3.47E-25,BLCA
NR2F1-AS1,MIR25,C3,Monocyte,MCPCOUNTER,0.316402869,2.46E-11,-0.321509872,1.12E-11,0.5156832,3.00E-30,BLCA
NR2F1-AS1,MIR25,C3,Myeloid.dendritic.cell,MCPCOUNTER,0.387298615,1.17E-16,-0.312997809,4.11E-11,0.547278298,1.41E-34,BLCA
NR2F1-AS1,MIR25,C3,Endothelial.cell,MCPCOUNTER,0.350485513,9.95E-14,-0.179221045,0.000204034,0.277335355,6.06E-09,BLCA
NR2F1-AS1,MIR25,C3,Cancer.associated.fibroblast,MCPCOUNTER,0.578432641,2.56E-39,-0.387320265,1.16E-16,0.54446124,3.59E-34,BLCA
NR2F1-AS1,MIR25,C3,Myeloid.dendritic.cell,XCELL,0.190801139,7.55E-05,-0.279514876,4.56E-09,0.527692634,7.69E-32,BLCA
NR2F1-AS1,MIR25,C3,Endothelial.cell,XCELL,0.259413627,5.78E-08,-0.229164388,1.81E-06,0.244431053,3.36E-07,BLCA
NR2F1-AS1,MIR25,C3,Eosinophil,XCELL,-0.164818176,0.000646863,0.11231491,0.020561323,-0.120270444,0.013095971,BLCA
NR2F1-AS1,MIR25,C3,Cancer.associated.fibroblast,XCELL,0.457260803,2.39E-23,-0.247936543,2.25E-07,0.500950825,2.21E-28,BLCA
NR2F1-AS1,MIR25,C3,Macrophage,XCELL,0.230592396,1.55E-06,-0.314693609,3.18E-11,0.484768238,1.97E-26,BLCA
NR2F1-AS1,MIR25,C3,Monocyte,XCELL,0.288905102,1.29E-09,-0.363577306,9.96E-15,0.596483358,2.63E-42,BLCA
NR2F1-AS1,MIR25,C3,immune.score,XCELL,0.212159577,1.03E-05,-0.279103765,4.81E-09,0.595641619,3.66E-42,BLCA
NR2F1-AS1,MIR25,C3,stroma.score,XCELL,0.417815352,2.19E-19,-0.277267729,6.12E-09,0.439183708,1.81E-21,BLCA
NR2F1-AS1,MIR25,C3,microenvironment.score,XCELL,0.364123651,9.03E-15,-0.342395516,3.92E-13,0.642784699,6.59E-51,BLCA
NR2F1-AS1,MIR25,C3,B.cell,EPIC,0.152256473,0.001644053,-0.141583429,0.003444909,0.395541417,2.28E-17,BLCA
NR2F1-AS1,MIR25,C3,Cancer.associated.fibroblast,EPIC,0.46074669,1.01E-23,-0.331257731,2.42E-12,0.434197058,5.73E-21,BLCA
NR2F1-AS1,MIR25,C3,Endothelial.cell,EPIC,0.242546483,4.16E-07,-0.134333735,0.005540789,0.272765941,1.09E-08,BLCA
NR2F1-AS1,MIR25,C3,Macrophage,EPIC,0.276367681,6.88E-09,-0.26952278,1.65E-08,0.527788998,7.46E-32,BLCA
NR2F1-AS1,MIR25,CCL26,T.cell.CD8.,TIMER,0.339083584,6.78E-13,-0.396191092,2.00E-17,0.338178969,7.87E-13,BLCA
NR2F1-AS1,MIR25,CCL26,Neutrophil,TIMER,0.368302265,4.23E-15,-0.340648396,5.24E-13,0.43713785,2.91E-21,BLCA
NR2F1-AS1,MIR25,CCL26,Macrophage,TIMER,0.356697854,3.38E-14,-0.186212173,0.000112748,0.366016988,6.41E-15,BLCA
NR2F1-AS1,MIR25,CCL26,Myeloid.dendritic.cell,TIMER,0.355219066,4.38E-14,-0.349458954,1.19E-13,0.522612012,3.69E-31,BLCA
NR2F1-AS1,MIR25,CCL26,T.cell.regulatory..Tregs.,CIBERSORT,-0.149481647,0.002001933,0.23028583,1.60E-06,-0.122816342,0.011274718,BLCA
NR2F1-AS1,MIR25,CCL26,T.cell.CD8.,CIBERSORT.ABS,0.182321598,0.000157264,-0.169052463,0.000465145,0.297179241,4.10E-10,BLCA
NR2F1-AS1,MIR25,CCL26,Neutrophil,CIBERSORT.ABS,0.152561612,0.001608508,-0.206535804,1.77E-05,0.128251882,0.008117729,BLCA
NR2F1-AS1,MIR25,CCL26,T.cell.CD8.,QUANTISEQ,0.195098363,5.14E-05,-0.167328899,0.000532472,0.300506829,2.56E-10,BLCA
NR2F1-AS1,MIR25,CCL26,T.cell.regulatory..Tregs.,QUANTISEQ,0.296912546,4.26E-10,-0.237406468,7.39E-07,0.345077215,2.50E-13,BLCA
NR2F1-AS1,MIR25,CCL26,Myeloid.dendritic.cell,QUANTISEQ,-0.177319842,0.000238848,0.13119251,0.006761818,-0.172893436,0.000342552,BLCA
NR2F1-AS1,MIR25,CCL26,T.cell.CD8.,MCPCOUNTER,0.228305216,1.98E-06,-0.146872804,0.002402009,0.29307704,7.28E-10,BLCA
NR2F1-AS1,MIR25,CCL26,cytotoxicity.score,MCPCOUNTER,0.225071448,2.78E-06,-0.258978779,6.10E-08,0.416084783,3.18E-19,BLCA
NR2F1-AS1,MIR25,CCL26,NK.cell,MCPCOUNTER,0.287804196,1.50E-09,-0.141804545,0.003394167,0.39207103,4.56E-17,BLCA
NR2F1-AS1,MIR25,CCL26,B.cell,MCPCOUNTER,0.209541827,1.33E-05,-0.186298708,0.000111908,0.215521148,7.37E-06,BLCA
NR2F1-AS1,MIR25,CCL26,Monocyte,MCPCOUNTER,0.316402869,2.46E-11,-0.321509872,1.12E-11,0.433133407,7.30E-21,BLCA
NR2F1-AS1,MIR25,CCL26,Myeloid.dendritic.cell,MCPCOUNTER,0.387298615,1.17E-16,-0.312997809,4.11E-11,0.41095532,9.51E-19,BLCA
NR2F1-AS1,MIR25,CCL26,Endothelial.cell,MCPCOUNTER,0.350485513,9.95E-14,-0.179221045,0.000204034,0.129628467,0.007455395,BLCA
NR2F1-AS1,MIR25,CCL26,Cancer.associated.fibroblast,MCPCOUNTER,0.578432641,2.56E-39,-0.387320265,1.16E-16,0.635754365,1.66E-49,BLCA
NR2F1-AS1,MIR25,CCL26,Myeloid.dendritic.cell,XCELL,0.190801139,7.55E-05,-0.279514876,4.56E-09,0.4370037,3.01E-21,BLCA
NR2F1-AS1,MIR25,CCL26,Endothelial.cell,XCELL,0.259413627,5.78E-08,-0.229164388,1.81E-06,0.151948422,0.001680666,BLCA
NR2F1-AS1,MIR25,CCL26,Eosinophil,XCELL,-0.164818176,0.000646863,0.11231491,0.020561323,-0.258772402,6.25E-08,BLCA
NR2F1-AS1,MIR25,CCL26,Cancer.associated.fibroblast,XCELL,0.457260803,2.39E-23,-0.247936543,2.25E-07,0.413654576,5.36E-19,BLCA
NR2F1-AS1,MIR25,CCL26,Macrophage,XCELL,0.230592396,1.55E-06,-0.314693609,3.18E-11,0.462422143,6.62E-24,BLCA
NR2F1-AS1,MIR25,CCL26,Monocyte,XCELL,0.288905102,1.29E-09,-0.363577306,9.96E-15,0.483557557,2.73E-26,BLCA
NR2F1-AS1,MIR25,CCL26,immune.score,XCELL,0.212159577,1.03E-05,-0.279103765,4.81E-09,0.443924654,5.98E-22,BLCA
NR2F1-AS1,MIR25,CCL26,stroma.score,XCELL,0.417815352,2.19E-19,-0.277267729,6.12E-09,0.376303609,9.59E-16,BLCA
NR2F1-AS1,MIR25,CCL26,microenvironment.score,XCELL,0.364123651,9.03E-15,-0.342395516,3.92E-13,0.521575294,5.06E-31,BLCA
NR2F1-AS1,MIR25,CCL26,B.cell,EPIC,0.152256473,0.001644053,-0.141583429,0.003444909,0.169364738,0.000453828,BLCA
NR2F1-AS1,MIR25,CCL26,Cancer.associated.fibroblast,EPIC,0.46074669,1.01E-23,-0.331257731,2.42E-12,0.527449974,8.29E-32,BLCA
NR2F1-AS1,MIR25,CCL26,Macrophage,EPIC,0.276367681,6.88E-09,-0.26952278,1.65E-08,0.52657422,1.09E-31,BLCA
NR2F1-AS1,MIR25,CCR4,T.cell.CD8.,TIMER,0.339083584,6.78E-13,-0.396191092,2.00E-17,0.312012753,4.76E-11,BLCA
NR2F1-AS1,MIR25,CCR4,Neutrophil,TIMER,0.368302265,4.23E-15,-0.340648396,5.24E-13,0.614427503,1.80E-45,BLCA
NR2F1-AS1,MIR25,CCR4,Macrophage,TIMER,0.356697854,3.38E-14,-0.186212173,0.000112748,0.288706241,1.33E-09,BLCA
NR2F1-AS1,MIR25,CCR4,Myeloid.dendritic.cell,TIMER,0.355219066,4.38E-14,-0.349458954,1.19E-13,0.578961501,2.11E-39,BLCA
NR2F1-AS1,MIR25,CCR4,T.cell.regulatory..Tregs.,CIBERSORT,-0.149481647,0.002001933,0.23028583,1.60E-06,0.134294235,0.005554823,BLCA
NR2F1-AS1,MIR25,CCR4,Neutrophil,CIBERSORT,0.111121613,0.021952785,-0.189613922,8.38E-05,0.138122039,0.004334165,BLCA
NR2F1-AS1,MIR25,CCR4,T.cell.CD8.,CIBERSORT.ABS,0.182321598,0.000157264,-0.169052463,0.000465145,0.661148049,9.56E-55,BLCA
NR2F1-AS1,MIR25,CCR4,Neutrophil,CIBERSORT.ABS,0.152561612,0.001608508,-0.206535804,1.77E-05,0.221654962,3.96E-06,BLCA
NR2F1-AS1,MIR25,CCR4,T.cell.CD8.,QUANTISEQ,0.195098363,5.14E-05,-0.167328899,0.000532472,0.537802381,3.13E-33,BLCA
NR2F1-AS1,MIR25,CCR4,T.cell.regulatory..Tregs.,QUANTISEQ,0.296912546,4.26E-10,-0.237406468,7.39E-07,0.681572397,2.40E-59,BLCA
