"","cancer","ceRNA","drug","train_database","method_DE","log2FC","DE_pvalue","method_scc","scc_r","scc_pvalue","fdr"
"4146","THYM","AL034374.1-MIR186-PSMD4","MG.132_1862","GDSC2","Wilcoxon rank-sum test",0.695935520714126,9.60298473018188e-07,"spearman",-0.455288561705674,1.74468938903716e-07,7.56060925631863e-07
"4147","THYM","AL034374.1-MIR186-PSMD4","Dactinomycin_1911","GDSC2","Wilcoxon rank-sum test",1.02383653792088,9.54387367951164e-06,"spearman",-0.475334921429072,4.11190210372419e-08,2.00474304926072e-07
"4148","THYM","AL034374.1-MIR186-PSMD4","Vinorelbine_2048","GDSC2","Wilcoxon rank-sum test",1.7383834288556,8.86238734413477e-07,"spearman",-0.561809847906104,2.45537954709375e-11,2.25391036114336e-10
"4149","THYM","AL050341.2-MIR200C-RHOA","Docetaxel_1007","GDSC2","Wilcoxon rank-sum test",0.858869884338175,9.50201177030862e-09,"spearman",-0.542544621154247,1.54510709234329e-10,1.2038088617033e-09
"4150","THYM","AL050341.2-MIR200C-RHOA","Paclitaxel_1080","GDSC2","Wilcoxon rank-sum test",1.93994041348245,4.59118902545964e-08,"spearman",-0.500965344815612,5.63173165709685e-09,3.24567094249522e-08
"4151","THYM","AL050341.2-MIR200C-RHOA","Dinaciclib_1180","GDSC2","Wilcoxon rank-sum test",0.541433703366393,8.49735501237889e-08,"spearman",-0.471567469963192,5.43364984799237e-08,2.5910246842483e-07
"4152","THYM","AL050341.2-MIR200C-RHOA","Bortezomib_1191","GDSC2","Wilcoxon rank-sum test",0.383264971431799,2.25242923009849e-05,"spearman",-0.41534134314883,2.39225790286098e-06,8.267466468085e-06
"4153","THYM","AL050341.2-MIR200C-RHOA","CDK9_5038_1709","GDSC2","Wilcoxon rank-sum test",0.873259637549563,2.66727501926834e-06,"spearman",-0.405153135634419,4.42837726569125e-06,1.45150693931775e-05
"4154","THYM","AL050341.2-MIR200C-RHOA","Vincristine_1818","GDSC2","Wilcoxon rank-sum test",2.60217173646282,1.58160274887527e-05,"spearman",-0.326099034655184,0.000278276017782361,0.000642604974431303
"4155","THYM","AL050341.2-MIR200C-RHOA","Dactinomycin_1911","GDSC2","Wilcoxon rank-sum test",1.0163645071825,4.88296738380169e-07,"spearman",-0.435241580964597,6.768698267875e-07,2.60847952711754e-06
"4156","THYM","AL050341.2-MIR200C-RHOA","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",0.7086612106661,8.73234201223977e-05,"spearman",-0.397194249600667,7.06530360391117e-06,2.21324810027089e-05
"4157","THYM","AL136040.1-MIR141-ACVR2B","Docetaxel_1007","GDSC2","Wilcoxon rank-sum test",0.878941378660215,6.5384003124539e-09,"spearman",-0.517306757413709,1.45164126461794e-09,9.35386359742328e-09
"4158","THYM","AL136040.1-MIR141-ACVR2B","Dactolisib_1057","GDSC2","Wilcoxon rank-sum test",0.835233058406641,0.000231483940905259,"spearman",-0.340759774984374,0.000139870512172136,0.000341779008183963
"4159","THYM","AL136040.1-MIR141-ACVR2B","Paclitaxel_1080","GDSC2","Wilcoxon rank-sum test",2.07200447590749,1.25450456700239e-08,"spearman",-0.490596569206195,1.28378096542145e-08,6.87770817100647e-08
"4160","THYM","AL136040.1-MIR141-ACVR2B","Dinaciclib_1180","GDSC2","Wilcoxon rank-sum test",0.488019424047876,1.71725861147684e-06,"spearman",-0.349406208764497,9.17189013281992e-05,0.000232518035677438
"4161","THYM","AL136040.1-MIR141-ACVR2B","Bortezomib_1191","GDSC2","Wilcoxon rank-sum test",0.415268190594978,1.30661376921742e-05,"spearman",-0.407597749843739,3.82712496368074e-06,1.27167844301573e-05
"4162","THYM","AL136040.1-MIR141-ACVR2B","Luminespib_1559","GDSC2","Wilcoxon rank-sum test",2.19304007716456,6.77275629176885e-06,"spearman",-0.409375651086881,3.43929284637276e-06,1.15383188488824e-05
"4163","THYM","AL136040.1-MIR141-ACVR2B","Vincristine_1818","GDSC2","Wilcoxon rank-sum test",3.85001509486308,2.88905344138098e-07,"spearman",-0.406542120980624,4.07660966162727e-06,1.34625733489314e-05
"4164","THYM","AL136040.1-MIR141-ACVR2B","Dactinomycin_1911","GDSC2","Wilcoxon rank-sum test",1.11164380555375,1.51029790676586e-07,"spearman",-0.451673391728315,2.24233786367519e-07,9.51079724245647e-07
"4165","THYM","AL136040.1-MIR141-MAPK14","Docetaxel_1007","GDSC2","Wilcoxon rank-sum test",0.830308587670829,4.72903759244263e-08,"spearman",-0.564775331620251,1.83042395426183e-11,1.72421838527388e-10
"4166","THYM","AL136040.1-MIR141-MAPK14","Dactolisib_1057","GDSC2","Wilcoxon rank-sum test",0.915932752422887,2.71326714313029e-05,"spearman",-0.440815334398222,4.68346778148568e-07,1.86479994706264e-06
"4167","THYM","AL136040.1-MIR141-MAPK14","Paclitaxel_1080","GDSC2","Wilcoxon rank-sum test",1.81800547185067,2.88905344138098e-07,"spearman",-0.527349121466768,6.08538013245161e-10,4.22764688254872e-09
"4168","THYM","AL136040.1-MIR141-MAPK14","Dinaciclib_1180","GDSC2","Wilcoxon rank-sum test",0.486502982788297,1.50645529826054e-06,"spearman",-0.392680047225502,9.16016772297799e-06,2.8068122147721e-05
"4169","THYM","AL136040.1-MIR141-MAPK14","Bortezomib_1191","GDSC2","Wilcoxon rank-sum test",0.398430283510698,2.25242923009849e-05,"spearman",-0.376477533162025,2.25577161699162e-05,6.3912408349689e-05
"4170","THYM","AL136040.1-MIR141-MAPK14","Luminespib_1559","GDSC2","Wilcoxon rank-sum test",2.17604775613204,5.15342939309625e-06,"spearman",-0.476817834571845,3.68125147857033e-08,1.81247410184105e-07
"4171","THYM","AL136040.1-MIR141-MAPK14","CDK9_5038_1709","GDSC2","Wilcoxon rank-sum test",0.747891912666258,5.74415717826041e-05,"spearman",-0.313389818737412,0.00049157199227763,0.00108174561121638
"4172","THYM","AL136040.1-MIR141-MAPK14","Vincristine_1818","GDSC2","Wilcoxon rank-sum test",3.25778978886018,2.73661015371143e-06,"spearman",-0.457524828113063,1.49166563493261e-07,6.5465701446404e-07
"4173","THYM","AL136040.1-MIR141-MAPK14","MG.132_1862","GDSC2","Wilcoxon rank-sum test",0.490811753030478,0.00011080622228835,"spearman",-0.34745468435308,0.000100992545890673,0.000253961660290025
"4174","THYM","AL136040.1-MIR141-MAPK14","Dactinomycin_1911","GDSC2","Wilcoxon rank-sum test",1.14514973893073,3.95748201759792e-08,"spearman",-0.510622339218781,2.54951012913854e-09,1.57050251651698e-08
"4175","THYM","AL136040.1-MIR141-TRPC4AP","Docetaxel_1007","GDSC2","Wilcoxon rank-sum test",1.01839197693214,1.3528358559301e-11,"spearman",-0.656392805055907,3.99545746236045e-16,1.07339220365589e-14
"4176","THYM","AL136040.1-MIR141-TRPC4AP","Dactolisib_1057","GDSC2","Wilcoxon rank-sum test",1.00010823862788,1.69830027730335e-05,"spearman",-0.427043544690603,1.14980766017685e-06,4.23359177856799e-06
"4177","THYM","AL136040.1-MIR141-TRPC4AP","Paclitaxel_1080","GDSC2","Wilcoxon rank-sum test",2.58374484643572,3.56396114619863e-11,"spearman",-0.631536912285575,1.04675832976117e-14,2.01877230465953e-13
"4178","THYM","AL136040.1-MIR141-TRPC4AP","Dinaciclib_1180","GDSC2","Wilcoxon rank-sum test",0.535628977763957,1.27255550043101e-07,"spearman",-0.509361761233419,2.83136039042413e-09,1.72977855085853e-08
"4179","THYM","AL136040.1-MIR141-TRPC4AP","Bortezomib_1191","GDSC2","Wilcoxon rank-sum test",0.455837880737486,1.50645529826054e-06,"spearman",-0.538037363705813,2.33690601555022e-10,1.7582212909284e-09
"4180","THYM","AL136040.1-MIR141-TRPC4AP","Luminespib_1559","GDSC2","Wilcoxon rank-sum test",2.7080539233755,5.15846587878037e-07,"spearman",-0.517723453017571,1.40099221554106e-09,9.04987647051569e-09
"4181","THYM","AL136040.1-MIR141-TRPC4AP","CDK9_5038_1709","GDSC2","Wilcoxon rank-sum test",0.893913187377748,1.42930081984782e-06,"spearman",-0.444871171609139,3.56765331051824e-07,1.45301574236224e-06
"4182","THYM","AL136040.1-MIR141-TRPC4AP","Vincristine_1818","GDSC2","Wilcoxon rank-sum test",5.70434336050919,7.88593806658575e-09,"spearman",-0.543454406556011,1.42025464008499e-10,1.11519306825384e-09
"4183","THYM","AL136040.1-MIR141-TRPC4AP","MG.132_1862","GDSC2","Wilcoxon rank-sum test",0.383197372060471,0.00130539404386838,"spearman",-0.373262032085561,2.68246347391628e-05,7.49406058105227e-05
"4184","THYM","AL136040.1-MIR141-TRPC4AP","Dactinomycin_1911","GDSC2","Wilcoxon rank-sum test",1.2486745112672,2.96313900796601e-09,"spearman",-0.585760023349242,2.10165668408202e-12,2.42951001419357e-11
"4185","THYM","AL136040.1-MIR141-TRPC4AP","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",0.727428076627586,3.11632589744692e-05,"spearman",-0.366483783596083,3.84196629575092e-05,0.000104250509794919
"4186","THYM","AL138930.1-MIR221-PSMD4","Vinblastine_1004","GDSC2","Wilcoxon rank-sum test",0.515472812722241,0.000256504223559731,"spearman",-0.395569136745607,7.76102846292558e-06,2.41174658658637e-05
"4187","THYM","AL138930.1-MIR221-PSMD4","Docetaxel_1007","GDSC2","Wilcoxon rank-sum test",0.412730539671587,0.00373313950159164,"spearman",-0.34541982082089,0.000111587464788818,0.000278091707840381
"4188","THYM","AL138930.1-MIR221-PSMD4","Staurosporine_1034","GDSC2","Wilcoxon rank-sum test",1.42383359867172,7.66002360144664e-06,"spearman",-0.47584289854037,3.95921996815787e-08,1.93693737207713e-07
"4189","THYM","AL138930.1-MIR221-PSMD4","Dactolisib_1057","GDSC2","Wilcoxon rank-sum test",1.17447852234875,1.18808003996454e-06,"spearman",-0.538099868046392,2.32363341221456e-10,1.74900909920653e-09
"4190","THYM","AL138930.1-MIR221-PSMD4","Paclitaxel_1080","GDSC2","Wilcoxon rank-sum test",1.16024186148985,0.000989410018560974,"spearman",-0.387742204319744,1.21166005292547e-05,3.62116277630223e-05
"4191","THYM","AL138930.1-MIR221-PSMD4","Rapamycin_1084","GDSC2","Wilcoxon rank-sum test",0.428815047706866,0.000867645119985307,"spearman",-0.314584346135148,0.000466467481658644,0.00103100866731816
"4192","THYM","AL138930.1-MIR221-PSMD4","Luminespib_1559","GDSC2","Wilcoxon rank-sum test",3.51554274869279,5.30129524591385e-07,"spearman",-0.555503854434336,4.54183084547808e-11,3.95779367910147e-10
"4193","THYM","AL138930.1-MIR221-PSMD4","Eg5_9814_1712","GDSC2","Wilcoxon rank-sum test",1.99624173774094,1.15699428255825e-06,"spearman",-0.472317522050142,5.14171891452291e-08,2.46206375407625e-07
"4194","THYM","AL138930.1-MIR221-PSMD4","Dactinomycin_1811","GDSC2","Wilcoxon rank-sum test",1.41247057630322,1.21579582643889e-08,"spearman",-0.609289000873156,1.5318491039669e-13,2.26252670289536e-12
"4195","THYM","AL138930.1-MIR221-PSMD4","MG.132_1862","GDSC2","Wilcoxon rank-sum test",0.546282828952838,9.94763164605759e-05,"spearman",-0.448503368289464,2.78763115294748e-07,1.15947428881674e-06
"4196","THYM","AL138930.1-MIR221-PSMD4","Dactinomycin_1911","GDSC2","Wilcoxon rank-sum test",1.04093885129118,7.11424039939005e-06,"spearman",-0.501524422016554,5.38277609547652e-09,3.11446915984082e-08
"4197","THYM","AL138930.1-MIR221-PSMD4","Vinorelbine_2048","GDSC2","Wilcoxon rank-sum test",1.86677391893565,1.64523489499757e-07,"spearman",-0.598284603097437,5.35407985957174e-13,7.05470538860942e-12
"4198","THYM","AL162231.2-MIR150-SP1","Vinblastine_1004","GDSC2","Wilcoxon rank-sum test",0.265137243995023,0.0173005344763226,"spearman",-0.312660601430655,0.00050750273997121,0.00111419994960958
"4199","THYM","AL162231.2-MIR150-SP1","Docetaxel_1007","GDSC2","Wilcoxon rank-sum test",0.83132516856117,4.45723932661174e-08,"spearman",-0.608799222168206,1.62125475939487e-13,2.38216523250191e-12
"4200","THYM","AL162231.2-MIR150-SP1","Dactolisib_1057","GDSC2","Wilcoxon rank-sum test",1.21755136396198,4.75189479379337e-07,"spearman",-0.557010903534968,3.92557229424288e-11,3.46554579917621e-10
"4201","THYM","AL162231.2-MIR150-SP1","AZD8055_1059","GDSC2","Wilcoxon rank-sum test",4.25272693669165,4.09928647299335e-05,"spearman",-0.487256059448573,1.66443877027173e-08,8.73414778529247e-08
"4202","THYM","AL162231.2-MIR150-SP1","Paclitaxel_1080","GDSC2","Wilcoxon rank-sum test",2.0221187505259,2.17247658292898e-08,"spearman",-0.602500173623168,3.33388715716003e-13,4.57490640570776e-12
"4203","THYM","AL162231.2-MIR150-SP1","Dinaciclib_1180","GDSC2","Wilcoxon rank-sum test",0.510160259341123,8.62797944258936e-07,"spearman",-0.47603305785124,3.90347214679234e-08,1.91218297196333e-07
"4204","THYM","AL162231.2-MIR150-SP1","Bortezomib_1191","GDSC2","Wilcoxon rank-sum test",0.515306572607209,1.84291176568573e-07,"spearman",-0.498430446558789,6.90605535697385e-09,3.90439342121755e-08
"4205","THYM","AL162231.2-MIR150-SP1","Luminespib_1559","GDSC2","Wilcoxon rank-sum test",3.907462971409,4.77421792301812e-09,"spearman",-0.630939648586707,1.12813267697941e-14,2.16267371089476e-13
"4206","THYM","AL162231.2-MIR150-SP1","CDK9_5038_1709","GDSC2","Wilcoxon rank-sum test",0.792370089181299,5.74415717826041e-05,"spearman",-0.363177998472116,4.56445064166628e-05,0.000122107651506373
"4207","THYM","AL162231.2-MIR150-SP1","Dactinomycin_1811","GDSC2","Wilcoxon rank-sum test",0.77932703346468,0.00132920560678246,"spearman",-0.350391527095093,8.73443134214805e-05,0.00022235600212526
"4208","THYM","AL162231.2-MIR150-SP1","MG.132_1862","GDSC2","Wilcoxon rank-sum test",0.629104375863014,1.42930081984782e-06,"spearman",-0.469206194874644,6.45982426657092e-08,3.03975793534682e-07
"4209","THYM","AL162231.2-MIR150-SP1","Dactinomycin_1911","GDSC2","Wilcoxon rank-sum test",1.34949363773513,7.06753316005984e-10,"spearman",-0.633138642550463,8.55664358959604e-15,1.68041788195436e-13
"4210","THYM","AL162231.2-MIR150-SP1","Vinorelbine_2048","GDSC2","Wilcoxon rank-sum test",1.21539460828992,0.00013149940635666,"spearman",-0.504472532814779,4.2352410757431e-09,2.49942262852949e-08
"4211","THYM","AL356481.1-MIR141-ACVR2B","Docetaxel_1007","GDSC2","Wilcoxon rank-sum test",0.681666520030787,2.34514199993875e-06,"spearman",-0.473810681297312,4.60460513992981e-08,2.22292326360851e-07
"4212","THYM","AL356481.1-MIR141-ACVR2B","Dactolisib_1057","GDSC2","Wilcoxon rank-sum test",0.631520272855319,0.00419475145495853,"spearman",-0.306305993471769,0.000667822818423806,0.00143155963629618
"4213","THYM","AL356481.1-MIR141-ACVR2B","Paclitaxel_1080","GDSC2","Wilcoxon rank-sum test",1.5513956176863,5.69389961041841e-06,"spearman",-0.437523439127717,5.8260208413112e-07,2.276720084386e-06
"4214","THYM","AL356481.1-MIR141-ACVR2B","Dinaciclib_1180","GDSC2","Wilcoxon rank-sum test",0.490814010655073,6.07456989312659e-07,"spearman",-0.391832766164317,9.61360918552398e-06,2.93282152694764e-05
"4215","THYM","AL356481.1-MIR141-ACVR2B","Bortezomib_1191","GDSC2","Wilcoxon rank-sum test",0.407956922608081,1.30661376921742e-05,"spearman",-0.449892353635669,2.5347297207602e-07,1.06315133895921e-06
"4216","THYM","AL356481.1-MIR141-ACVR2B","Luminespib_1559","GDSC2","Wilcoxon rank-sum test",1.45683668213589,0.00020028194161244,"spearman",-0.377540106951872,2.12940002791045e-05,6.06397940812076e-05
"4217","THYM","AL356481.1-MIR141-ACVR2B","Vincristine_1818","GDSC2","Wilcoxon rank-sum test",2.60665279355104,1.07761248882183e-05,"spearman",-0.373380095839989,2.66554058475394e-05,7.45064765706544e-05
"4218","THYM","AL356481.1-MIR141-ACVR2B","MG.132_1862","GDSC2","Wilcoxon rank-sum test",0.464380730081723,0.000159114191323354,"spearman",-0.368754774637128,3.4093236878077e-05,9.3413763444561e-05
"4219","THYM","AL356481.1-MIR141-ACVR2B","Dactinomycin_1911","GDSC2","Wilcoxon rank-sum test",1.03467801892862,8.86084312872524e-07,"spearman",-0.485002326578309,1.98004930422294e-08,1.0252951925668e-07
"4220","THYM","AL356481.1-MIR141-MAPK14","Docetaxel_1007","GDSC2","Wilcoxon rank-sum test",0.830308587670829,4.72903759244263e-08,"spearman",-0.556448364469755,4.14551606055319e-11,3.64240008087369e-10
"4221","THYM","AL356481.1-MIR141-MAPK14","Dactolisib_1057","GDSC2","Wilcoxon rank-sum test",0.915932752422887,2.71326714313029e-05,"spearman",-0.433953746787971,7.36301530162198e-07,2.81538689666772e-06
"4222","THYM","AL356481.1-MIR141-MAPK14","Paclitaxel_1080","GDSC2","Wilcoxon rank-sum test",1.81800547185067,2.88905344138098e-07,"spearman",-0.516883116883117,1.50493809347319e-09,9.67067724162891e-09
"4223","THYM","AL356481.1-MIR141-MAPK14","Dinaciclib_1180","GDSC2","Wilcoxon rank-sum test",0.486502982788297,1.50645529826054e-06,"spearman",-0.399194388499201,6.28975888656608e-06,1.99318184521861e-05
"4224","THYM","AL356481.1-MIR141-MAPK14","Bortezomib_1191","GDSC2","Wilcoxon rank-sum test",0.398430283510698,2.25242923009849e-05,"spearman",-0.383984998958261,1.49456076767892e-05,4.3800688211926e-05
"4225","THYM","AL356481.1-MIR141-MAPK14","Luminespib_1559","GDSC2","Wilcoxon rank-sum test",2.17604775613204,5.15342939309625e-06,"spearman",-0.473977359538857,4.54809414173809e-08,2.19774333954132e-07
"4226","THYM","AL356481.1-MIR141-MAPK14","CDK9_5038_1709","GDSC2","Wilcoxon rank-sum test",0.747891912666258,5.74415717826041e-05,"spearman",-0.318313771789708,0.000395488671910342,0.000886725326365304
"4227","THYM","AL356481.1-MIR141-MAPK14","Vincristine_1818","GDSC2","Wilcoxon rank-sum test",3.25778978886018,2.73661015371143e-06,"spearman",-0.453212028613098,2.01590908970748e-07,8.6264987434179e-07
"4228","THYM","AL356481.1-MIR141-MAPK14","MG.132_1862","GDSC2","Wilcoxon rank-sum test",0.490811753030478,0.00011080622228835,"spearman",-0.36354607958886,4.47812772693874e-05,0.000120000023316948
"4229","THYM","AL356481.1-MIR141-MAPK14","Dactinomycin_1911","GDSC2","Wilcoxon rank-sum test",1.14514973893073,3.95748201759792e-08,"spearman",-0.513608678453101,1.98533051502884e-09,1.24687909137696e-08
"4230","THYM","AL356488.3-MIR766-CALR","Vinblastine_1004","GDSC2","Wilcoxon rank-sum test",0.555705224347394,0.00112683580364537,"spearman",-0.506556010834086,3.57018615962226e-09,2.13786423081685e-08
"4231","THYM","AL356488.3-MIR766-CALR","Docetaxel_1007","GDSC2","Wilcoxon rank-sum test",0.753745126399997,4.8838574046283e-07,"spearman",-0.613334259323564,9.55243563656193e-14,1.47169631060173e-12
"4232","THYM","AL356488.3-MIR766-CALR","Dactolisib_1057","GDSC2","Wilcoxon rank-sum test",0.711942652765266,0.00304798520376102,"spearman",-0.464678102646017,8.96844039455975e-08,4.10968412629076e-07
"4233","THYM","AL356488.3-MIR766-CALR","Paclitaxel_1080","GDSC2","Wilcoxon rank-sum test",1.99572714800922,2.37867708333624e-08,"spearman",-0.657524828113063,3.41818123561527e-16,9.30920701012874e-15
"4234","THYM","AL356488.3-MIR766-CALR","Dinaciclib_1180","GDSC2","Wilcoxon rank-sum test",0.361660781130179,0.000308044705627746,"spearman",-0.39545107299118,7.81401384208839e-06,2.42664859141368e-05
"4235","THYM","AL356488.3-MIR766-CALR","Bortezomib_1191","GDSC2","Wilcoxon rank-sum test",0.421170971114505,3.44350270268879e-06,"spearman",-0.426904646155983,1.16003822996552e-06,4.26814817509977e-06
"4236","THYM","AL356488.3-MIR766-CALR","Luminespib_1559","GDSC2","Wilcoxon rank-sum test",1.88643326707796,0.000113213679919333,"spearman",-0.53598166539343,2.81653304232763e-10,2.08542968050406e-09
"4237","THYM","AL356488.3-MIR766-CALR","CDK9_5038_1709","GDSC2","Wilcoxon rank-sum test",0.686236965412698,0.00036916172797397,"spearman",-0.388158899923606,1.18359942558624e-05,3.54441443465826e-05
"4238","THYM","AL356488.3-MIR766-CALR","Vincristine_1818","GDSC2","Wilcoxon rank-sum test",4.08366886680053,1.69263949775694e-07,"spearman",-0.657358149871519,3.49777532736581e-16,9.50434853837604e-15
"4239","THYM","AL356488.3-MIR766-CALR","Docetaxel_1819","GDSC2","Wilcoxon rank-sum test",5.23904961207592,0.00412578225811844,"spearman",-0.342593235641364,0.000128029174590148,0.000315223176553128
"4240","THYM","AL356488.3-MIR766-CALR","Dactinomycin_1911","GDSC2","Wilcoxon rank-sum test",1.16213662544285,1.07077684222026e-07,"spearman",-0.511018202791703,2.46670890091204e-09,1.52321360508535e-08
"4241","THYM","AL356488.3-MIR766-CALR","Vinorelbine_2048","GDSC2","Wilcoxon rank-sum test",1.16479790308888,0.000487157063775275,"spearman",-0.480012500868116,2.89540573647486e-08,1.45308105246558e-07
"4242","THYM","AL356488.3-MIR766-NFAT5","Docetaxel_1007","GDSC2","Wilcoxon rank-sum test",0.455091425286325,0.00112683580364537,"spearman",-0.412820334745468,2.79127486515407e-06,9.5261176222387e-06
"4243","THYM","AL356488.3-MIR766-NFAT5","Paclitaxel_1080","GDSC2","Wilcoxon rank-sum test",1.1581925215658,0.000459244578116672,"spearman",-0.431856378915202,8.43840971825196e-07,3.18952166042866e-06
"4244","THYM","AL356488.3-MIR766-NFAT5","Bortezomib_1191","GDSC2","Wilcoxon rank-sum test",0.451369103708024,9.09150416708003e-06,"spearman",-0.509104798944371,2.89237914563143e-09,1.76422188421911e-08
"4245","THYM","AL356488.3-MIR766-NFAT5","Vincristine_1818","GDSC2","Wilcoxon rank-sum test",1.49740200484454,0.00737475961832516,"spearman",-0.355962219598583,6.60565476486358e-05,0.000171949125409746
"4246","THYM","AL356488.3-MIR766-NFAT5","MG.132_1862","GDSC2","Wilcoxon rank-sum test",0.434083455550996,0.00197429181995752,"spearman",-0.389804847558858,1.07863420087917e-05,3.2570088131954e-05
"4247","THYM","AL356488.3-MIR766-NFAT5","Dactinomycin_1911","GDSC2","Wilcoxon rank-sum test",0.828976581134206,0.0002044627759458,"spearman",-0.432796949777433,7.93887781169162e-07,3.01488702483139e-06
"4248","THYM","AL356488.3-MIR766-RARA","Paclitaxel_1080","GDSC2","Wilcoxon rank-sum test",0.799883453054838,0.00670964188707592,"spearman",-0.336016390027085,0.000175395500528413,0.000420677373197275
"4249","THYM","AL356488.3-MIR766-RARA","Bortezomib_1191","GDSC2","Wilcoxon rank-sum test",0.22791794334399,0.00619711753663519,"spearman",-0.354302382109869,7.18290406857155e-05,0.000185795868649344
"4250","THYM","AL356488.3-MIR766-RARA","Epirubicin_1511","GDSC2","Wilcoxon rank-sum test",2.92352406240575,0.0207760626254657,"spearman",-0.303087546162597,0.000765664828100016,0.00162129099619881
"4251","THYM","AL390955.2-MIR141-ACVR2B","Docetaxel_1007","GDSC2","Wilcoxon rank-sum test",0.681666520030787,2.34514199993875e-06,"spearman",-0.498242933537051,7.01058938871277e-09,3.95809101707218e-08
"4252","THYM","AL390955.2-MIR141-ACVR2B","Paclitaxel_1080","GDSC2","Wilcoxon rank-sum test",1.5513956176863,5.69389961041841e-06,"spearman",-0.466039308285297,8.13011973300431e-08,3.75331719414827e-07
"4253","THYM","AL390955.2-MIR141-ACVR2B","Dinaciclib_1180","GDSC2","Wilcoxon rank-sum test",0.490814010655073,6.07456989312659e-07,"spearman",-0.411604972567539,3.00543040080903e-06,1.01936870400838e-05
"4254","THYM","AL390955.2-MIR141-ACVR2B","Bortezomib_1191","GDSC2","Wilcoxon rank-sum test",0.407956922608081,1.30661376921742e-05,"spearman",-0.476519202722411,3.76434703998368e-08,1.85022899032926e-07
"4255","THYM","AL390955.2-MIR141-ACVR2B","Luminespib_1559","GDSC2","Wilcoxon rank-sum test",1.45683668213589,0.00020028194161244,"spearman",-0.380894506562956,1.77272759595151e-05,5.12408852552406e-05
"4256","THYM","AL390955.2-MIR141-ACVR2B","CDK9_5038_1709","GDSC2","Wilcoxon rank-sum test",0.666860548913226,0.000213136576626781,"spearman",-0.312132786999097,0.00051932848251732,0.00113809055507363
"4257","THYM","AL390955.2-MIR141-ACVR2B","Vincristine_1818","GDSC2","Wilcoxon rank-sum test",2.60665279355104,1.07761248882183e-05,"spearman",-0.395603861379262,7.74550917358841e-06,2.40730484166348e-05
"4258","THYM","AL390955.2-MIR141-ACVR2B","MG.132_1862","GDSC2","Wilcoxon rank-sum test",0.464380730081723,0.000159114191323354,"spearman",-0.354198208208903,7.22065983517839e-05,0.00018669775047011
"4259","THYM","AL390955.2-MIR141-ACVR2B","Dactinomycin_1911","GDSC2","Wilcoxon rank-sum test",1.03467801892862,8.86084312872524e-07,"spearman",-0.49813527423435,7.07129146519466e-09,3.98915649248803e-08
"4260","THYM","AL390955.2-MIR141-MAPK14","Docetaxel_1007","GDSC2","Wilcoxon rank-sum test",0.830308587670829,4.72903759244263e-08,"spearman",-0.562844641989027,2.21690996111787e-11,2.05255842868624e-10
"4261","THYM","AL390955.2-MIR141-MAPK14","Dactolisib_1057","GDSC2","Wilcoxon rank-sum test",0.915932752422887,2.71326714313029e-05,"spearman",-0.435071879991666,6.84431711295468e-07,2.63441639819388e-06
"4262","THYM","AL390955.2-MIR141-MAPK14","Paclitaxel_1080","GDSC2","Wilcoxon rank-sum test",1.81800547185067,2.88905344138098e-07,"spearman",-0.524446142093201,7.84695823540996e-10,5.32673983521161e-09
"4263","THYM","AL390955.2-MIR141-MAPK14","Dinaciclib_1180","GDSC2","Wilcoxon rank-sum test",0.486502982788297,1.50645529826054e-06,"spearman",-0.403562747413015,4.86636612521538e-06,1.58074959713464e-05
"4264","THYM","AL390955.2-MIR141-MAPK14","Bortezomib_1191","GDSC2","Wilcoxon rank-sum test",0.398430283510698,2.25242923009849e-05,"spearman",-0.389360372248073,1.10607973187999e-05,3.33290606166447e-05
"4265","THYM","AL390955.2-MIR141-MAPK14","Luminespib_1559","GDSC2","Wilcoxon rank-sum test",2.17604775613204,5.15342939309625e-06,"spearman",-0.475255226057365,4.1363616604416e-08,2.01557342568456e-07
"4266","THYM","AL390955.2-MIR141-MAPK14","CDK9_5038_1709","GDSC2","Wilcoxon rank-sum test",0.747891912666258,5.74415717826041e-05,"spearman",-0.322543232168901,0.000327120747226169,0.000745552897275183
"4267","THYM","AL390955.2-MIR141-MAPK14","Vincristine_1818","GDSC2","Wilcoxon rank-sum test",3.25778978886018,2.73661015371143e-06,"spearman",-0.459906937981804,1.26081366542425e-07,5.61462845514286e-07
"4268","THYM","AL390955.2-MIR141-MAPK14","MG.132_1862","GDSC2","Wilcoxon rank-sum test",0.490811753030478,0.00011080622228835,"spearman",-0.36205292034169,4.83806189957549e-05,0.000128888410073064
"4269","THYM","AL390955.2-MIR141-MAPK14","Dactinomycin_1911","GDSC2","Wilcoxon rank-sum test",1.14514973893073,3.95748201759792e-08,"spearman",-0.517810388306038,1.39064177925269e-09,8.98804748341061e-09
"4270","THYM","AL390955.2-MIR141-TRPC4AP","Docetaxel_1007","GDSC2","Wilcoxon rank-sum test",1.03583989885869,6.76206229100929e-12,"spearman",-0.656656712271685,3.85294608421968e-16,1.03804034172954e-14
"4271","THYM","AL390955.2-MIR141-TRPC4AP","Dactolisib_1057","GDSC2","Wilcoxon rank-sum test",1.09014804585636,8.65842620988273e-06,"spearman",-0.426758802694631,1.17087334536796e-06,4.30482795914007e-06
